artist_all,artist_base,rank,song,year,artist_featured,song_clean,artist_clean,lyrics,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo,time_signature,valence,duration_min,num_words,words_per_sec,num_uniq_words,decade,uniq_ratio,artist,link,text,id,type,uri,track_href,analysis_url,duration_ms,violence_content_count,violence_avg_severity,drug_content_count,drug_avg_severity,hate_speech_content_count,hate_speech_avg_severity,profanity_content_count,profanity_avg_severity,mental_slurs_content_count,mental_slurs_avg_severity,religious_slurs_content_count,religious_slurs_avg_severity,racial_slurs_content_count,racial_slurs_avg_severity,sexual_content_content_count,sexual_content_avg_severity
[gipp]  
Yeah.. yeah.. yo  
Gipp keep it slow poke, hang out the side with no rope  
Sit in the tub, flick the remote and soak  
Pull up, jump out, and then I strut for em  
And if anybody got problems, I'ma cut for em  
In this atmosphere now you can disappear smoke thick  
Shells bail like tailbacks lookin for hoes  
Drag my ass down the air like I care  
Scar that ass, leave your shirt open like an arab  
Makin money off these breakdown slabs  
We got this zone, get your own  
Better move on before your folk get split, you won't forget  
The df put it down, now get down, or sit down  
[outkast]  
Sunday mornin, makes me feel  
So godly, pardon me, if I shake your soul..  
[khujo]  
I tackle my problems, never run from my foes  
Stiff-arm facemask, hit the juke but it didn't leave a sucka froze  
Like he just tried to stuff a whole ki up in his nose  
On all fo's  
You hit em high I hit em low, for this dough  
Yo heart gon' bust out here, cause we comin full speed  
We deep and take you lift you up off of your feet  
At the lift, of the glass, sippin victory  
Clean cut but I stay dirty  
Uhh, you play fair, I teach  
I spot this pig in yo' face like you never stopped eatin pork  
Or beast, ? ? ? ?  
Tenacious on his grill, uhh, all-pro hall of famer  
With no fears, blood sweat and tears, uhhh, uhh, ohh shit  
[outkast]  
Sunday mornin, makes me feel  
So godly, pardon me, if I shake your soul..  
[andre]  
The rich boy got it bad cause he is rich  
The po' boy got it bad cause he is po'  
The bad boy got it bad cause he won't grow  
The good gul got it good cause she got game  
It runs in no undeveloped fellas considered lame  
Same like mechanics do it, baby who need her buick  
Repaired don't have no knowledge of what a brake shoe is  
Make woo it, turns a nigga, sperm it tickle  
We wiggle, ? ? emotions like dill pickle  
In autumn, fall, into the bottom of black, holes  
Make a left on nothingness cause that's where I'm at  
Cold as summer, I got yo' number, you got my number  
Let's add em, see what we come with maybe we can slumber  
Like uhh, babies in homes and uhh, retarded ones, uhh  
Dolphins and whales, uhh, the smartest ones, so  
Nothing you can do can be new up under the sun  
Depending what sun you live under you can be the one on  
[outkast]  
Sunday mornin, makes me feel  
So godly, pardon me, if I shake your soul..  
[outkast]  
Sunday mornin, makes me feel  
So godly, pardon me, if I shake your soul..  
[outkast]  
Sunday mornin, makes me feel  
So godly, pardon me, if I shake your soul..  

",2809LRKK6gYjsM54xqW7UH,audio_features,spotify:track:2809LRKK6gYjsM54xqW7UH,https://api.spotify.com/v1/tracks/2809LRKK6gYjsM54xqW7UH,https://api.spotify.com/v1/audio-analysis/2809LRKK6gYjsM54xqW7UH,279647.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Spread,,,,,,0.615,0.753,0.979,1.0,0.0984,11.0,0.112,-5.408,1.0,,,0.257,140.062,4.0,0.49,,,,,,,Outkast,/o/outkast/spread_10198161.html,"[Chorus 1]  
I don't want to move too fast, but  
Can't resist your sexy ass  
Just spread, spread for me  
(I can't, I can't wait to get you home)  
Don't want to come on too strong, but  
I'll play in you all day long  
Just spread, spread for me  
(I can't, I can't wait to get you home)  
  
I, I can't read minds, but I can read yours  
I think she says that she wants to pour your..  
your, yourself all over me  
What you think? I could be wrong, but peoples don't lie  
And if they do, by God, they must fry! (fry?!)  
You know, like electric chair  
The way you stare (yeah I'm there)  
You committed a crime and I'm the victim  
  
I've got an eye out for she who cries out passionately  
We'll do things backwardly, forwardly, horizontally  
I'm too young to be settling down  
quick to change my mind tomorrow  
So now can I borrow your timid torso  
More so than your soul, honest me gotta be how I roll  
Fuck the rhythm, fuck the rhythm under your bosom  
You're the prism, Shirley Chislom  
Was the first, let's rehearse making a baby  
Put in your order, I want a baby daughter  
Dance on the tip of my tongue  
Shake the clouds 'til there's no more wetness in them  
Tell your home girls that you will send them  
A postcard from 3000, hard!  
  
[Chorus 2]  
Don't want to make you feel strange, but  
Don't let these words be in vain, so  
Spread, spread for me  
(I can't, I can't wait to get you home)  
Nature knows that I want you, but  
Not unless you want me too, so  
Spread, spread for me  
(I can't, I can't wait to get you home)  
  
[Chorus 1]  
  
[Chorus 2]

",6usyQ5fFzISwVu4Hk5QgG7,audio_features,spotify:track:6usyQ5fFzISwVu4Hk5QgG7,https://api.spotify.com/v1/tracks/6usyQ5fFzISwVu4Hk5QgG7,https://api.spotify.com/v1/audio-analysis/6usyQ5fFzISwVu4Hk5QgG7,231373.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Synthesizer,,,,,,0.0109,0.629,0.66,1.0,0.0,0.0,0.491,-6.645,0.0,,,0.376,189.649,4.0,0.469,,,,,,,Outkast,/o/outkast/synthesizer_20103834.html,"Everybody's got opinions  
On the way you're living  
But see they can't fill your shoes  
Life is made of half illusion (illusion)  
Forty percent confusion (confusion)  
Whatever's left I'm using to keep myself from losing, yea  
You don't know what I've been through (ooh)  
Hell I might go through you (ghetto boy that, won't eat, tonight)  
Uh-oh, oh no-oh (that little boy just wanna eat tonight)  
Hey hey (he scuffles with her booty and her face) hey hey  
And mm-mm (mom I'm seekin' that sir tea and some soup yea)  
All in all it's all in my head  
  
You know it's that high guy, from East PI  
spittin' the realness of reality, you mad at me  
Boi how you gonna handle me?  
You want me to lolligag and talk that bullshit?  
I refuse to play so I'm gon' speak that Southern good shit  
That harder than yo' hood shit, lil' shit  
That make y'all niggas think about the trigger  
Before you pull it, on liquor stores and banks  
Them folks got more than enough bullets to put that ass  
Off in the slang, don't claim no gang, we the niggas  
That did that ""Ain't No Thang But a Chicken Wang""  
But still though, how you gonna play a nigga like dildo  
We OutKast til it's over, barbeque and never mildo  
For real bro  
  
""In tonight's news, 20th century technology:  
Has the computer age, scientists, and doctors gone too far?  
Einstein or Frankenstein?  
Dr Scholl's, or Dr Jekyll and Mr Hyde?  
Are we digging into new ground  
Or digging our own graves? Story at 11""  
  
Valley girls are horny tonight (synthesizer)  
Fuzzy logic, their pubic virginity (synthesizer)  
Ooh ooh ooh (synthesizer)  
Ooh ooh ooh (synthesizer)  
  
Conceived under the influence of toxic wasted doctors  
Computer buggin' debuggin' device-a and vice versa  
And various viruses  
Performing with laser light precision and verbal incision  
For a linguistic ballistic lobotomy  
Mind-fuckin' you, a psycho-sodomy  
Of the medula oblongata  
Accept your mind down your spine and out your behind  
Fuck you  
  
Synthesizer, microwave me  
Give me a drug so I can make seven babies  
Pump my breasts up, can you suck the fat up  
Please make my life appear  
Like ain't no such thing as bad luck  
My, nose ain't right  
Like I need a new one  
Just take your pick, a yellow red  
A black or a blue one  
Virtual reality, virtual, bullshit!  
Synthesizer preachers can reach you up in the pulpit  
Who a bitch?  
Give me my gat so I can smoke this nigga  
Tell his mamma not to cry  
Because they can clone him quicker  
Than it took his daddy to make him  
Niggas bitin' verbatim  
Thought provokin' records radio never played dem  
Instant, quick grits, new, improved  
Hurry hurry, rush rush, world on the move  
Marijuana illegal but cigarettes cool  
I might look! Kinda funny but I ain't no fool  
Now if you wanna synthesize I emp-athize  
Now if you wanna synthesize I emp-athize  
But if you synthesize I will understand  
Your synthesizer man  
  
Ghetto boy horny tonight  
SCSI with a booty in a cage  
Problem sinkin down and stretchin out  
So sleepy, playing safe in cyberspace (synthesizer)  
Cybersexy Wendy (synthesizer)  
Web walkin' in the nude  
Digital good time, digital good time  
Said she'd lap dance on your laptop  
While your laptop's in your lap  
Digital good time, digital good time  
Cybersexy Wendy  
Web walkin' in the nude  
Digital good time, digital good time  
Said she'd tap dance on your laptop  
While your laptop's in your lap  
Digital good time, digital good time  
Digital good time, digital good time  
Cybersexy Wendy  
Web walkin' in the nude  
Digital good time, digital good time  
Digital good time, digital good time  
Fuzzy logic, it's groovy

",3sQDstyMhCcDJ3mY6onZez,audio_features,spotify:track:3sQDstyMhCcDJ3mY6onZez,https://api.spotify.com/v1/tracks/3sQDstyMhCcDJ3mY6onZez,https://api.spotify.com/v1/audio-analysis/3sQDstyMhCcDJ3mY6onZez,311653.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,The Train,,,,,,0.0656,0.722,0.858,1.0,0.0,1.0,0.302,-5.195,1.0,,,0.236,104.675,4.0,0.777,,,,,,,Outkast,/o/outkast/the+train_20482040.html,"All aboard  
Or are all y'all bored?  
It's good to have y'all back now  
Ladies and gents  
Y'all already know what it is  
God don't make no mistakes  
God don't make no mistakes  
  
Little do they know when I was brought up into this game  
Point ain't always in a vibe for spitting I made a change  
Like the diaper on the bottom of my baby daughter  
I wasn't ready to be no father, maybe, kind of, sorta  
'Cause when I saw her I swear it made a tear fall  
Not tears of sorrow but of joy so listen here y'all  
I grabbed the mic and moved the crowd then disappeared dog  
Back in '94 that was the motherfucking year homeboy  
Then that southernplayalistic went platinum  
Stacks on deck they ain't tell us to pay our taxes  
Walking around the table in the kitchen we was practicing  
Reciting rhymes to sharpen minds now lets deliver to the masses  
  
[Chorus]  
It's been a good long road  
Now its time for me to go  
I say goodbye, goodbye, goodbye, goodbye  
Time to spread my wings  
And high up in the sky  
I can fly, I'll fly, I'll fly, so high  
  
Welcome to my life I think its time I take it back  
I got to give you all the facts so you can see what type of cat  
That you dealing with now on ATLiens we was killing it  
And then my auntie pass she was like my mother I was feeling it  
The first person close to me to die I needed healing  
But I see her as an angel when I look up at the ceiling  
Like my daddy and grandaddy on both shoulders steady chilling  
So you got to keep on living like each day is the beginning  
It's yo birthday even on your worst day  
Live it like the first day I'm Antwan Andre  
Or General Patton if you know bout Purple Ribbon or Got Purp  
I, I be on that kryptonite that means I can't be hurt  
Gotta leave this place it's been cool but I gotta go  
  
[Chorus]  
  
Even on the train  
Should've asked two free mans  
I'll be back again  
(Know we been though a lot I ain't perfect but I swear  
To you I'm a changed man)  
Even on the train  
Should've asked two free mans  
I'll be back again  
(From the caboose)  
  
Now it's time to say goodbye they should've turned me loose  
I was all about my team but now I call upon my crew  
I'm a family type of person but I'm deadly dolo too  
And you can achieve anything that you put your heart into  
See the second hand will never stop and neither will the clock  
The nigga big still hit the stage by himself and still rock  
Cause when your faith is in the right place see he ain't gon let you flop  
You can say whatever you want (Bet you can't do it like me) Boy stop!!  
  
Before you can say you can't get going  
There's no excuse this time don't be afraid to fly  
You never know what day the doors will close  
It's time to say goodbye time to pack up and ride  
Got to leave this place it's been cool but I gotta go  
  
[Chorus]

",07pR6i9nh9twbSYzNOftnq,audio_features,spotify:track:07pR6i9nh9twbSYzNOftnq,https://api.spotify.com/v1/tracks/07pR6i9nh9twbSYzNOftnq,https://api.spotify.com/v1/audio-analysis/07pR6i9nh9twbSYzNOftnq,249853.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,The Way You Move,,,,,,0.126,0.871,0.597,1.0,0.000113,5.0,0.0638,-4.932,0.0,,,0.0464,125.999,4.0,0.635,,,,,,,Outkast,/o/outkast/the+way+you+move_10198151.html,"Boom, Boom, Boom.  
Heh, Heh.  
  
Ready for action, nip it in the bud  
We never relaxin', OutKast is everlastin'  
Not clashin', not at all but see my nigga want to do a little acting  
Now that's for anyone askin' give me one pass em'  
Drip drip drop there goes an eargasm  
Now you cumin out the side of your face  
We tapping right into your memory banks (Thanks!)  
So click it our ticket, lets see your seat belt fastened  
Trunk rattlin' like two midgets in the back seat grasping  
Speakerbox vibrate the tank, make it sound like aluminum cans in the back  
But I know y'all wanted that 808 can you feel that B-A-S-S, bass  
But I know y'all wanted that 808 can you feel that B-A-S-S, bass  
  
I like the way you move  
I like the way you move (Who!)  
I love the way you move  
I love the way, I love the way  
  
I like the way you move  
I like the way you move (Who!)  
I love the way you move  
I love the way, I love the way  
  
Then the whole room fell silent  
The girls all pause with glee, turning left turning right are they looking at
me?  
Cause I was looking at them, there, there on the dance floor  
Now they got me in the middle feeling like a man whore  
Specially the big girl, big girls need love too no discrimination here
squirrel  
So keep your hands off my cheeks, and let me study how you ride the beat  
You big freak!  
Skinny, slim women got the camel toe within them  
You can fuck them, lift them, bend them, give them something to remember  
Yell out timber when they fall through the chop shop  
Take a deep a breath and exhale your ex male friend, boyfriend was boring as
hell  
Now let me listen to the stories you tell  
And we can make moves like a person in jail on the loco  
  
I like the way you move  
I like the way you move (Who!)  
I love the way you move  
I love the way, I love the way  
  
I like the way you move  
I like the way you move (Who!)  
I love the way you move  
I love the way, I love the way  
  
Hey baby, girl don't you stop  
Come on baby dance on the top of me  
You so fine (you so fine) you so fine  
You drive me outta my mind (my mind, outta my mind!) Oh baby!  
If I could I would, just be with you baby  
Oh Cause you like me and excite me and you know you gotta leave baby!  
Oh  
  
I like the way you move  
I like the way you move (Who!)  
I love the way you move  
I love the way, I love the way  
  
I like the way you move  
I like the way you move (Who!)  
I love the way you move  
I love the way, I love the way  
  
I like the way you move  
I like the way you move (Who!)  
I love the way you move  
I love the way, I love the way  
  
I like the way you move  
I like the way you move (Who!)  
I love the way you move  
I love the way, I love the way

",5z7mYFfhw6N6f23VwrokJD,audio_features,spotify:track:5z7mYFfhw6N6f23VwrokJD,https://api.spotify.com/v1/tracks/5z7mYFfhw6N6f23VwrokJD,https://api.spotify.com/v1/audio-analysis/5z7mYFfhw6N6f23VwrokJD,234000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,True Dat,,,,,,0.65,0.544,0.334,1.0,0.0,9.0,0.486,-11.986,1.0,,,0.342,80.403,4.0,0.431,,,,,,,Outkast,/o/outkast/true+dat_10198146.html,"Operatin under the crooked american system too long  
Outkast, pronounced out cast  
Adjective meaning homeless, or unaccepted in society  
But let's look deeper than that  
Are you an outkast?  
If you understand and feel the basic principles and  
Fundamental truths contained within this muzik, you probably are  
If you think it's all about pimpin hoes and slammin cadillac do's  
You probably a cracker, or a nigga that think he a cracker  
Or maybe just don't understand  
An outkast is someone who is not considered to be part of the normal world  
He is looked at differently  
He is not accepted because of his clothes, his hair  
His occupation, his beliefs or his skin color  
Now look at yourself, are you an outkast? I know I am  
As a matter of fact, fuck being anything else  
It's only so much time left in this crazy world  
Wake up niggaz and realize what's goin on around you  
Poisonin of the food and water  
Tamperin of ciggarettes  
Disease engineering control over your life  
Take back your existance or die like a punk  
This is big rube, sayin right on to the real, and death to the fakers  
Peace out

",4YFaSkSRaQ3lTde01gUSKq,audio_features,spotify:track:4YFaSkSRaQ3lTde01gUSKq,https://api.spotify.com/v1/tracks/4YFaSkSRaQ3lTde01gUSKq,https://api.spotify.com/v1/audio-analysis/4YFaSkSRaQ3lTde01gUSKq,76000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Vibrate,,,,,,0.693,0.765,0.94,1.0,0.0,9.0,0.138,-6.106,0.0,,,0.701,83.988,4.0,0.349,,,,,,,Outkast,/o/outkast/vibrate_10198170.html,"[Chorus]  
Every boy and girl, woman and man  
When you feel you've done about the best you can  
Motherfuck the wagon, come join the band  
Vibrate, vibrate higher (Repeat)  
  
Sometimes when it's late at night  
And you have no one to talk to  
Here's what you don', you go through that  
Raggedy cell phone 'bout two or three times  
Tracy ain't home, Tina ain't home  
The Love Below start talkin' to ya  
  
[Chorus]  
  
The circumcision has already begun  
Desensitizing the very thing or thang that Brought you into this motherfucker
in the first place  
And when I say ""motherfucker"" I do mean ""motherfucker""  
Because Mother Earth is dying  
And we continue to fuck her death  
Play with your own score sheet,  
Become the master of your own,  
And Yes, God is watching you  
But no need to be embarrassed  
For the future is in your hands,  
No the future is in your hand  
Play with your own score sheet  
  
[Chorus]

",6eGRWLRQtT7pX6iXPpFiYk,audio_features,spotify:track:6eGRWLRQtT7pX6iXPpFiYk,https://api.spotify.com/v1/tracks/6eGRWLRQtT7pX6iXPpFiYk,https://api.spotify.com/v1/audio-analysis/6eGRWLRQtT7pX6iXPpFiYk,398907.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Wailin',,,,,,0.175,0.899,0.393,1.0,0.000844,1.0,0.191,-10.886,1.0,,,0.306,95.379,4.0,0.547,,,,,,,Outkast,/o/outkast/wailin+feat+cee+lo+green_20344235.html,"[Big Boi]  
In the zone like Keyser Soze, always the Usual Suspect  
No check, all I got in this game is my respect  
And Southern pride I be, checking my fucking head  
Scared, looking up in your face, boi I see dead  
If you test like SAT, then I guess that we may be, enemies  
In the P's freestyles be freebies  
I be that wrong nigga to fuck with, wouldn't I  
Wouldn't I be the wrong one to try, never eating chicken thighs  
Only the twenty piece mojo, flow zone like Flo Jo  
I wanted to figure out, just how low could yo' hoe go  
The beat hit like Beat Street, Krush Groove and Breaking  
Never baking, rebuking Satan, we had you waiting  
For the Second Coming funny how time flies when you're rhyming  
La-Fa-Ce records, I think they got that perfect timing  
To be doper than Sadaam believe the Nation of Islam  
Fuck the police and the dogs, sniffing that dope up out your car  
I think they overstep they boundaries  
O.J., not guilty, that's how they found he  
  
[Andre]  
I felt the pressure like sun shining, while raining at the same time  
I kept on rhyming, not complaining  
Storm bringing cats and dogs my catalog be the size of golf balls  
Throw up your Daisy Dukes I'm Hazzard-ous to all you Boss Hoggs  
And Roscoe P. Col' people, who could boost my locomotive  
But enough of that everyone can rap unless they ain't supposed ta  
I use my gift of gab to boast and brag in every rhyme I  
Compose won't y'all get sick of that, cause I know I do when I hear those  
Flows that ain't hip-hop, you find that shit in the gift shop  
But to each his own, my speech is goin', keep that shit up outta my zone  
Long as you happy then I'm happy  
Even if you just hate my fucking guts go 'head and dap me  
Cause I'm goin' dap you anyway and then go home and pray for yo' ass later  
Cause we might need you in this war I'm wailing on you traitors  
Like that

",7nfGrjZf34FxqS0FWXM5B7,audio_features,spotify:track:7nfGrjZf34FxqS0FWXM5B7,https://api.spotify.com/v1/tracks/7nfGrjZf34FxqS0FWXM5B7,https://api.spotify.com/v1/audio-analysis/7nfGrjZf34FxqS0FWXM5B7,118707.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Blood Money,,,,,,1.34e-05,0.234,0.931,1.0,0.919,2.0,0.134,-11.15,1.0,,,0.084,159.85,4.0,0.427,,,,,,,Overkill,/o/overkill/blood+money_20155291.html,"Who's the one you pray to?  
Who's your Jesus man?  
Where you go when it's over and done even if you can't?  
With bruises on your ego, personality in a sling,  
Clinging to self righteous pity never meant a thing.  
  
So who is your big brother?  
Who's your savior man?  
Just some ink on the dotted line, an X if ya can't.  
See misery loves company, you'll never feel a need,  
We're guaranteed a lifetime, at least until ya bleed.  
  
Suck the life out through the eyes.  
Windows to another world.  
Sifting through assorted lies,  
Welcome to another brand new world.  
  
A lot of people do it,  
It happens everyday.  
Doubt you'll ever know it's gone, don't use it anyway.  
So come on in you'll sit right down I gotta deal for you.  
A matter of integrity, here's all ya gotta do-o.  
  
I'm not dealing with you!  
Not the one to thank,  
Execution therapy,  
Put that in your bank.  
  
You're a liar!  
(Blood money!) Liar!!!  
(Due now!) Liar!!!  
(Blood money!) Liar!!!  
  
Payment due an' I'm collecting you.  
  
I am dealing with you!  
No one here to thank!  
Too much insecurity,  
Put that up your bank!  
  
I'm not dealing with you!  
No one here to thank!  
Fuck you insecurity,  
Put that up your bank

",47w7Mt2SyJYg0OQOqVh1ku,audio_features,spotify:track:47w7Mt2SyJYg0OQOqVh1ku,https://api.spotify.com/v1/tracks/47w7Mt2SyJYg0OQOqVh1ku,https://api.spotify.com/v1/audio-analysis/47w7Mt2SyJYg0OQOqVh1ku,247733.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Chalie Get Your Gun,,,,,,3.12e-05,0.26,0.947,1.0,0.432,3.0,0.142,-4.6,0.0,,,0.087,140.258,4.0,0.406,,,,,,,Overkill,/o/overkill/chalie+get+your+gun_20689033.html,"Hey, hey smoky with the iron grip  
Bang bang knocking it down  
Hangman headed on the psycho trip  
He gives the best stretch around  
I got the hear say, no where to run  
I got a bed on the sun  
I got it loaded before we were found  
They give the best holes around  
Looking down the barrel of your best friend  
Something in the air smells just like you've already won  
Sweet Mother Mary, will you let me be?  
I'm trying just to find my way home  
Everything coming up catastrophe  
Pandemonium ruling the dome  
They got the numbers and the outside won  
They got a rope around the sun  
But I put the hangman in a cold dirt mound  
He gave the best stretch around  
Looking down the barrel of your best friend  
Something in the air smells just like you've already won  
Looking down the barrel [Incomprehensible]  
Something in the air smells just like Charlie get your gun  
Call me suicide, call me getting stronger  
Call me when the sun is gone  
Call me homicide, call me sane no longer  
Call me when the race is won  
Call me suicide, call me getting stronger  
Call me when the sun is gone  
Call me homicide, call me sane no longer  
Call me when the race is won  
Call me suicide, call me getting stronger  
Call me when the sun is gone  
Call me homicide, call me sane no longer  
Call me when the race is won  

",3HBAi6So9KY3ANUOXo8tJo,audio_features,spotify:track:3HBAi6So9KY3ANUOXo8tJo,https://api.spotify.com/v1/tracks/3HBAi6So9KY3ANUOXo8tJo,https://api.spotify.com/v1/audio-analysis/3HBAi6So9KY3ANUOXo8tJo,268213.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Fast Junkie,,,,,,0.000627,0.414,0.977,1.0,0.897,5.0,0.0696,-8.399,1.0,,,0.134,113.646,4.0,0.228,,,,,,,Overkill,/o/overkill/fast+junkie_20201909.html,"Lean in,  
Take it right.  
Down one,  
No kissin' concrete.  
I'm awake! I'm awake! I'm awake!  
Too alive! It's comin'..!  
Let it go  
  
My strip,  
My bank,  
My rubber rut steel, my tank.  
I can kill! Too alive! Let it go!  
  
No time for thinking, a full out fast junkie.  
Puchin' the red, Hey!, full out speed monkey.  
  
Head shake!  
  
With thoughts fixed upon the fix, inside the vein...  
With thoughts fixed, not so easily explained.  
  
Let it out!  
Let it go!  
What you do not what you know!  
One more! Fix clean!  
I'm one, I am a machine!!!  
I am a machine!  
  
...No time for thinking a full out fast junkie,  
...Pushin' the red hey! Full out speed monkey.  
I am!  
Head shake!  
  
Wide Fucking Open

",3df8VNoY3nkvLaxtqcGd6B,audio_features,spotify:track:3df8VNoY3nkvLaxtqcGd6B,https://api.spotify.com/v1/tracks/3df8VNoY3nkvLaxtqcGd6B,https://api.spotify.com/v1/audio-analysis/3df8VNoY3nkvLaxtqcGd6B,261627.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Give A Little,,,,,,0.000359,0.299,0.984,1.0,0.842,4.0,0.333,-4.515,1.0,,,0.143,104.998,4.0,0.172,,,,,,,Overkill,/o/overkill/give+a+little_20874007.html,"Standing on your own two feet  
Inches away from infernal heat  
Sweating like a piece of meat  
The story yours, the plan complete  
Calling out to no one there  
The semblance of a holy prayer  
That turns about to curse and swear  
As you find that no one cares  
I got the ultra thrill  
You got the weaker will  
You say that no one's there  
I say, I've always cared  
I'm singing, your plight  
Grace dancing, all night  
  
Give a little dominance  
Take a little soul  
Try a new experience  
Doing what you're told  
Go get everything you need until you're dead and cold  
Give a little dominance  
Take a little soul  
  
Wishing never gets it done  
Give two minus one  
Take away, no there's none  
All this bullshit weighs a ton  
Field the question never why  
Because is why we live and die  
So while I'm here, going high  
Fuck the limit, fuck the sky  
I got the ultra thrill  
You got the weaker will  
You say that no one's there  
I say, I've always cared  
I'm singing, your plight  
Grave robbing, all night

",0GVlAffQgVhscvAaK5GSAY,audio_features,spotify:track:0GVlAffQgVhscvAaK5GSAY,https://api.spotify.com/v1/tracks/0GVlAffQgVhscvAaK5GSAY,https://api.spotify.com/v1/audio-analysis/0GVlAffQgVhscvAaK5GSAY,281427.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Ironbound,,,,,,0.000126,0.245,0.968,1.0,0.856,4.0,0.0662,-5.353,0.0,,,0.141,95.808,4.0,0.157,,,,,,,Overkill,/o/overkill/ironbound_20874011.html,"One by one, doing the crime  
Never thought twice, never did time  
Never turn back, never go home  
Never get used to being alone  
One by one, into the sea  
Too many eyes are staring at me  
Two by two, watch as they go  
Who are you and what do you know  
I got your heart in hand  
Never let go  
  
Make it  
Take it  
Never let go  
Tell all you know  
This is what you make it, pound the ground  
Make it  
Take it  
Never let go  
Tell all you know  
How far can you take it as you go... Ironbound  
  
Two by two, iron to bend  
Keeping the oath, right to the end  
Three by three, breaking some bones  
Snapping some neck, never alone  
Here they come, rumble and pound  
Never get used to hearing that sound  
There they go, fast as they came  
Never go back, never the same  
  
All my friends are green and black  
All my friends are right  
All my friends are automatic  
They all rule the night  
All my friends are think and thin  
They've loyalty and heart  
Said all of them are green and black  
Everyone is right  
All my friends are automatic  
Born to rule the night

",3PXvMwrdVkyfMHiRhd1On6,audio_features,spotify:track:3PXvMwrdVkyfMHiRhd1On6,https://api.spotify.com/v1/tracks/3PXvMwrdVkyfMHiRhd1On6,https://api.spotify.com/v1/audio-analysis/3PXvMwrdVkyfMHiRhd1On6,397053.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Overkill V...The Brand,,,,,,0.000915,0.347,0.973,1.0,0.788,8.0,0.0989,-5.572,1.0,,,0.135,99.1,4.0,0.0692,,,,,,,Overkill,/o/overkill/overkill+vthe+brand_20671583.html,"Ride the wind son  
Through my eyes  
You'll see where you must stand  
  
Remember what your purpose is  
And that you were the brand  
  
Awaken in me if you can  
The deaths by one's own hand  
Remember where you came from  
And that you wear the brand...  
You wear the brand  
  
Blatant, born in fire  
With little more to say  
Than action speaks the loudest  
And yield the only way  
To quench the thirst,  
Desire, swifter than the hand  
In bloody fascination  
His pride to wear the brand  
  
Bend and twist and tear the will  
Show them where you've been  
A tribute to your Overkill  
A multitude of sin  
  
Away-away no time to stay  
The union it still stands  
Willingness, donation  
We all display, the brand

",43k2OYfZd73GgWUbBQ6Oyg,audio_features,spotify:track:43k2OYfZd73GgWUbBQ6Oyg,https://api.spotify.com/v1/tracks/43k2OYfZd73GgWUbBQ6Oyg,https://api.spotify.com/v1/audio-analysis/43k2OYfZd73GgWUbBQ6Oyg,338853.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,The Goal Is Your Soul,,,,,,0.0008,0.211,0.918,1.0,0.767,4.0,0.131,-5.917,1.0,,,0.149,167.851,4.0,0.167,,,,,,,Overkill,/o/overkill/the+goal+is+your+soul_20874008.html,"A lifelong list of Sundays, wrapped up with a bow  
Justifies the greatest answers, that you may never know  
The fallen is the viper, reap now what you sow  
Screaming from the mountain tops, let his people go  
He's down, in hot damnation,  
So down like you'll never know  
Going down to sweet temptation  
Let his people go  
  
In the eternal brood of liar  
In the catastrophic fold  
Count yourself amongst them  
The goal is your soul  
On the other side of sanity  
Where the goodness dare not go  
Count yourself amongst them  
The goal is your soul  
  
A lifelong list of blessings, didn't go too far  
And all the instinct you were given, wishing on that star  
The fallen have your hope and love, the viper never trust  
Know they are exchangeable, as you clean away the dust  
He's down, in hot damnation,  
So down you'll never know  
Going down to sweet temptation  
Let his people go  
  
All forgiveness flying, screams to fill the air  
A lifelong full of blessings rendered, didn't work out fair  
All forgiveness lying, screams to fill the hole  
A lifelong full -- of blessings given  
And the goal is still your soul

